,Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
323,121600776,1,MANHATTAN,$137000.00,$1624.60,0,0,0,0,22,22,220,220
324,140073337,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,24,24,233,233
325,420828046,1,QUEENS,$30000.00,$522.50,0,0,0,0,2,2,24,24
326,320725569,1,BROOKLYN,$0.00,$170.00,0,0,0,0,2,2,40,40
327,420837697,1,QUEENS,$23100.00,$227.85,0,0,0,0,2,2,21,21
328,121594550,1,MANHATTAN,$18000.00,$398.90,0,0,0,0,49,49,693,693
329,121600810,1,MANHATTAN,$78000.00,$1016.90,0,0,0,0,12,12,120,120
330,121600829,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,8,8,95,95
331,121325823,5,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
332,121381735,1,MANHATTAN,$9200.00,$316.50,0,0,0,0,39,39,420,420
333,320742309,1,BROOKLYN,$0.00,$420.00,0,0,0,25,2,0,25,0
334,121378302,1,MANHATTAN,$2500.00,$225.00,0,0,0,0,39,39,420,420
335,320517516,1,BROOKLYN,$600000.00,$6448.50,4179,4179,0,0,3,3,39,39
336,420828313,1,QUEENS,$20000.00,$419.50,0,0,0,0,2,2,22,22
337,520129129,1,STATEN ISLAND,$0.00,$100.00,0,0,0,0,0,0,0,0
338,320742808,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
339,121571593,1,MANHATTAN,$138000.00,$1634.90,0,0,0,0,14,14,194,194
340,320744174,1,BROOKLYN,$193400.00,$2211.70,0,0,0,0,3,3,35,35
341,420799256,1,QUEENS,$12500.00,$402.40,5305,5305,0,0,2,2,23,23
342,121601123,1,MANHATTAN,$45000.00,$677.00,0,0,0,0,6,6,66,66
343,520129487,1,STATEN ISLAND,$57500.00,$402.95,0,0,0,0,2,2,22,22
344,420835715,1,QUEENS,$6500.00,$285.60,0,0,0,0,15,15,154,154
345,320517491,1,BROOKLYN,$600000.00,$6448.50,4686,4686,0,0,3,3,44,44
346,320744334,1,BROOKLYN,$1000.00,$280.00,10545,10545,0,0,4,4,55,55
347,320718933,1,BROOKLYN,$0.00,$260.00,0,0,0,75,1,0,15,0
348,420828331,1,QUEENS,$20000.00,$419.50,0,0,0,0,2,2,22,22
349,320744343,1,BROOKLYN,$30000.00,$258.75,0,0,0,0,4,4,53,53
350,440075151,1,QUEENS,$0.00,$160.00,0,0,0,0,2,2,26,26
351,121601212,1,MANHATTAN,$170000.00,$1964.50,0,0,0,0,18,18,185,185
352,420828055,1,QUEENS,$8000.00,$295.90,0,0,0,0,3,3,30,30
353,121600357,1,MANHATTAN,$41600.00,$646.10,0,0,0,0,6,6,66,66
354,420828304,1,QUEENS,$200000.00,$1514.89,1753,1753,172,0,2,2,24,25
355,420837857,1,QUEENS,$22960.00,$450.40,0,0,0,0,1,1,17,17
356,320744352,1,BROOKLYN,$55000.00,$387.50,0,0,0,0,4,4,40,40
357,140073373,1,MANHATTAN,$0.00,$190.00,0,0,0,0,6,6,67,67
358,121584516,1,MANHATTAN,$0.00,$420.00,0,0,0,25,1,0,12,0
359,320744236,1,BROOKLYN,$3000.00,$130.00,0,0,0,0,2,2,21,21
360,121602578,2,MANHATTAN,$99000.00,$1233.20,0,0,0,0,0,0,0,0
361,121603826,1,MANHATTAN,$5000.00,$265.00,0,0,0,0,3,3,40,40
362,320742808,1,BROOKLYN,$175000.00,$2456.68,5765,5765,868,0,3,3,44,44
363,140073364,1,MANHATTAN,$100000.00,$1373.50,0,0,0,0,8,8,64,64
364,420828322,1,QUEENS,$20000.00,$419.50,0,0,0,0,2,2,22,22
365,121507244,1,MANHATTAN,$75000.00,$986.00,0,0,0,0,5,5,60,60
366,320744147,2,BROOKLYN,$8000.00,$295.90,0,0,0,0,0,0,0,0
367,340054693,1,BROOKLYN,$25000.00,$441.00,0,0,0,0,23,23,211,211
368,320744218,1,BROOKLYN,$77000.00,$500.80,0,0,0,0,2,2,28,28
369,420828064,1,QUEENS,$180000.00,$2067.50,0,0,0,0,6,6,70,70
370,121600348,1,MANHATTAN,$30000.00,$522.50,0,0,0,0,5,5,50,50
371,320726372,1,BROOKLYN,$225000.00,$2531.00,0,0,0,0,4,4,53,53
372,420828439,1,QUEENS,$17200.00,$398.90,0,0,0,0,2,2,25,25
373,121601310,1,MANHATTAN,$18000.00,$398.90,0,0,0,0,15,15,165,165
374,121601258,1,MANHATTAN,$18000.00,$398.90,0,0,0,0,32,32,409,409
375,320745841,1,BROOKLYN,$8000.00,$215.53,2801,2801,584,0,2,2,28,28
376,520125999,1,STATEN ISLAND,$20000.00,$474.50,1350,1350,0,0,2,2,24,24
377,121598609,1,MANHATTAN,$1795.00,$225.00,0,0,0,0,12,12,108,108
378,220286045,1,BRONX,$0.00,$160.00,0,0,0,0,3,3,39,39
379,420828750,1,QUEENS,$3000.00,$225.00,0,0,0,0,1,1,13,13
380,320757007,1,BROOKLYN,$10000.00,$155.75,0,0,0,0,3,3,32,32
381,420829009,1,QUEENS,$20000.00,$207.25,0,0,0,0,2,2,26,26
382,140073710,1,MANHATTAN,$0.00,$200.00,0,0,0,0,21,21,225,225
383,420828037,1,QUEENS,$30000.00,$522.50,0,0,0,0,2,2,32,32
384,320745468,1,BROOKLYN,$5000.00,$265.00,0,0,0,0,6,6,60,60
385,320517179,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
386,121602024,1,MANHATTAN,$230100.00,$2592.80,0,0,0,0,16,16,179,179
387,220285910,1,BRONX,$338400.00,$3705.20,0,0,0,0,5,5,60,60
388,420828625,1,QUEENS,$36300.00,$594.60,0,0,0,0,1,1,23,23
389,420833646,1,QUEENS,$22000.00,$217.55,0,0,0,0,2,2,24,24
390,420828652,1,QUEENS,$2000.00,$225.00,0,0,0,0,4,4,40,40
391,320757034,1,BROOKLYN,$206550.00,$1613.90,1754,3784,2030,0,2,3,26,35
392,320757016,1,BROOKLYN,$10000.00,$155.75,0,0,0,0,3,3,32,32
393,220286606,1,BRONX,$73800.00,$975.70,0,0,0,0,12,12,210,210
394,220286580,1,BRONX,$17500.00,$398.90,0,0,0,0,2,2,25,25
395,320744539,1,BROOKLYN,$32000.00,$543.10,0,0,0,0,6,6,160,160
396,121545612,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
397,121574313,1,MANHATTAN,$468000.00,$2554.45,4090,4090,0,0,3,3,44,44
398,420836162,1,QUEENS,$221810.00,$1567.91,1284,2331,1003,0,2,2,26,28
399,121603933,1,MANHATTAN,$6000.00,$275.30,0,0,0,0,31,31,341,341
400,121602621,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,4,4,50,50
401,420785804,2,QUEENS,$10000.00,$155.75,0,0,0,0,0,0,0,0
402,121601819,2,MANHATTAN,$25000.00,$471.00,0,0,0,0,0,0,0,0
403,420828581,1,QUEENS,$0.00,$160.00,0,0,0,0,0,0,0,0
404,420822934,2,QUEENS,$0.00,$157.00,0,0,0,0,0,0,0,0
405,121601873,1,MANHATTAN,$0.00,$170.00,0,0,0,0,1,1,10,10
406,520128610,1,STATEN ISLAND,$0.00,$515.20,0,2027,0,0,0,2,0,24
407,121601828,1,MANHATTAN,$20800.00,$429.80,0,0,0,0,16,16,160,160
408,121597520,1,MANHATTAN,$110000.00,$1346.50,0,0,0,0,37,37,401,401
409,121597539,1,MANHATTAN,$63000.00,$862.40,0,0,0,0,37,37,401,401
410,121600561,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,40,40
411,121601454,1,MANHATTAN,$40000.00,$625.50,0,0,0,0,12,12,191,191
412,220286410,1,BRONX,$57735.00,$970.90,0,0,0,0,1,1,10,10
413,220286401,1,BRONX,$39200.00,$625.50,0,0,0,0,10,10,120,120
414,121555405,1,MANHATTAN,$50000.00,$728.50,0,0,0,0,2,2,19,19
415,320744156,1,BROOKLYN,$26400.00,$243.30,0,0,0,0,3,3,30,30
416,121566812,1,MANHATTAN,$44000.00,$666.70,0,0,0,0,16,16,190,190
417,121600473,1,MANHATTAN,$1864.00,$195.00,0,0,0,0,6,6,71,71
418,121599966,1,MANHATTAN,$1713000.00,$17857.40,0,0,0,0,17,17,205,205
419,121599065,1,MANHATTAN,$198000.00,$2252.90,0,0,0,0,70,70,810,810
420,121561773,1,MANHATTAN,$26000.00,$641.30,0,0,0,0,13,13,140,140
421,220286447,1,BRONX,$0.00,$680.00,0,0,0,100,2,0,12,0
422,420515810,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
423,121598538,1,MANHATTAN,$1795.00,$225.00,0,0,0,0,12,12,108,108
424,420819564,1,QUEENS,$0.00,$1395.00,0,4996,0,0,0,3,0,37
425,420828803,1,QUEENS,$0.00,$260.00,0,0,0,23,1,0,11,0
426,420828796,1,QUEENS,$0.00,$260.00,0,0,0,25,1,0,11,0
427,320757187,1,BROOKLYN,$0.00,$200.00,0,0,0,25,0,0,0,0
428,240024451,1,BRONX,$0.00,$170.00,0,0,0,0,3,3,36,36
429,121601579,1,MANHATTAN,$326300.00,$3581.60,0,0,0,0,59,59,797,797
430,220150707,5,BRONX,$0.00,$202.00,0,0,0,0,0,0,0,0
431,420828769,1,QUEENS,$20000.00,$207.25,0,0,0,0,2,2,25,25
432,420837811,1,QUEENS,$20500.00,$252.40,2262,3072,0,0,2,2,32,32
433,140073747,1,MANHATTAN,$0.00,$220.00,0,0,0,0,14,14,182,182
434,420828778,1,QUEENS,$23000.00,$222.70,0,0,0,0,2,2,25,25
435,121602364,1,MANHATTAN,$31571.00,$543.10,0,0,0,0,12,12,125,125
436,121601855,2,MANHATTAN,$16500.00,$388.60,0,0,0,0,0,0,0,0
437,402890396,1,QUEENS,$142000.00,$1676.10,0,0,0,0,2,2,25,25
438,320744398,1,BROOKLYN,$1341006.00,$17540.36,39910,52793,12651,0,4,6,40,60
439,520133347,1,STATEN ISLAND,$73454.00,$485.35,0,0,0,0,2,2,29,29
440,320757588,1,BROOKLYN,$500000.00,$5363.50,0,0,0,0,15,15,144,144
441,121602248,1,MANHATTAN,$200000.00,$2273.50,0,0,0,0,2,2,28,28
442,420828340,1,QUEENS,$6500.00,$285.60,0,0,0,0,1,1,20,20
443,440075865,1,QUEENS,$30000.00,$522.50,0,0,0,0,3,3,33,33
444,440075883,1,QUEENS,$0.00,$160.00,0,0,0,0,2,2,20,20
445,121545649,1,MANHATTAN,$503000.00,$5394.40,0,0,0,0,6,6,65,65
446,121598903,1,MANHATTAN,$1845.00,$225.00,0,0,0,0,13,13,117,117
447,520129511,1,STATEN ISLAND,$80000.00,$516.25,0,0,0,0,1,1,15,15
448,420828457,1,QUEENS,$8500.00,$190.60,300,300,0,0,1,1,10,10
449,420836171,1,QUEENS,$240190.00,$1659.88,1390,2344,954,0,2,2,26,28
450,240024433,1,BRONX,$0.00,$210.00,0,0,0,0,6,6,60,60
451,121602373,1,MANHATTAN,$37845.00,$604.90,0,0,0,0,14,14,150,150
452,121603915,1,MANHATTAN,$28000.00,$501.90,0,0,0,0,35,35,433,433
453,121602140,1,MANHATTAN,$31306.00,$543.10,0,0,0,0,23,23,278,278
454,121602499,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,7,7,77,77
455,320757141,1,BROOKLYN,$24000.00,$460.70,0,0,0,0,3,3,33,33
456,121602480,1,MANHATTAN,$0.00,$160.00,0,0,0,0,35,35,433,433
457,140073783,1,MANHATTAN,$0.00,$180.00,0,0,0,0,6,6,64,64
458,340055040,1,BROOKLYN,$0.00,$220.00,0,0,0,0,7,7,77,77
459,121602202,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,11,11,116,116
460,121598921,1,MANHATTAN,$3640.00,$245.00,0,0,0,0,13,13,117,117
461,320747956,1,BROOKLYN,$110000.00,$670.75,0,0,0,0,3,3,26,26
462,402890403,3,QUEENS,$61000.00,$841.80,0,0,0,0,0,0,0,0
463,121602783,1,MANHATTAN,$4893.00,$235.00,0,0,0,0,21,21,227,227
464,320757454,1,BROOKLYN,$100000.00,$619.25,0,0,0,0,4,4,40,40
465,220321319,1,BRONX,$0.00,$200.00,0,0,0,0,0,0,0,0
466,121588647,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,6,6,75,75
467,320746298,1,BROOKLYN,$3000.00,$225.00,0,0,0,0,4,4,50,50
468,121601917,1,MANHATTAN,$32500.00,$553.40,0,0,0,0,12,12,120,120
469,320744888,1,BROOKLYN,$4000.00,$215.00,0,0,0,0,3,3,35,35
470,220286553,1,BRONX,$8908.00,$306.20,0,0,0,0,18,18,160,160
471,320744860,1,BROOKLYN,$35000.00,$574.00,0,0,0,0,1,1,14,14
472,121598743,1,MANHATTAN,$14000.00,$487.70,0,0,0,0,6,6,60,60
473,121602382,1,MANHATTAN,$39394.00,$625.50,0,0,0,0,14,14,135,135
474,220286599,1,BRONX,$2000.00,$225.00,0,0,0,0,3,3,49,49
475,420829018,1,QUEENS,$37800.00,$604.90,0,0,0,0,2,2,20,20
476,121594220,1,MANHATTAN,$525000.00,$5621.00,0,0,0,0,18,18,180,180
477,121602275,1,MANHATTAN,$384000.00,$4168.70,0,0,0,0,35,35,433,433
478,340055059,1,BROOKLYN,$0.00,$200.00,0,0,0,0,4,4,44,44
479,121598574,1,MANHATTAN,$1845.00,$225.00,0,0,0,0,13,13,117,117
480,340055068,1,BROOKLYN,$0.00,$200.00,0,0,0,0,4,4,44,44
481,140073836,1,MANHATTAN,$0.00,$160.00,0,0,0,0,6,6,65,65
482,420818556,1,QUEENS,$8500.00,$190.60,352,352,0,0,1,1,14,14
483,420828634,1,QUEENS,$285000.00,$3149.00,0,0,0,0,5,5,65,65
484,201029617,2,BRONX,$285000.00,$3149.00,0,0,0,0,0,0,0,0
485,121537952,2,MANHATTAN,$176500.00,$2036.60,0,0,0,0,0,0,0,0
486,220257736,1,BRONX,$0.00,$472.00,0,0,0,60,2,0,35,0
487,420607374,1,QUEENS,$40103.00,$315.40,0,0,0,0,2,2,24,24
488,420837937,1,QUEENS,$1000.00,$225.00,0,0,0,0,12,12,137,137
489,320744904,1,BROOKLYN,$55000.00,$780.00,0,0,0,0,5,5,55,55
490,320744423,1,BROOKLYN,$129375.00,$933.75,0,0,0,0,3,3,30,30
491,420828475,1,QUEENS,$1000.00,$195.00,0,0,0,0,7,7,75,75
492,121601800,1,MANHATTAN,$180000.00,$2067.50,0,0,0,0,32,32,316,316
493,320744968,1,BROOKLYN,$471418.00,$5075.10,0,0,0,0,2,2,25,25
494,121602257,1,MANHATTAN,$15400.00,$378.30,0,0,0,0,57,57,537,537
495,320710539,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
496,420828714,1,QUEENS,$3000.00,$225.00,0,0,0,0,2,2,20,20
497,420828732,1,QUEENS,$13000.00,$347.40,0,0,0,0,6,6,70,70
498,220286606,2,BRONX,$24600.00,$471.00,0,0,0,0,0,0,0,0
499,121601383,1,MANHATTAN,$0.00,$160.00,0,0,0,0,17,17,162,162
500,121588512,1,MANHATTAN,$21804.00,$440.10,0,0,0,0,12,12,135,135
501,320757061,1,BROOKLYN,$100.00,$225.00,0,0,0,0,8,8,80,80
502,121598592,1,MANHATTAN,$1845.00,$225.00,0,0,0,0,13,13,117,117
503,121602514,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,3,3,52,52
504,420837991,1,QUEENS,$100000.00,$666.77,2340,2736,396,0,2,2,20,20
505,220286517,1,BRONX,$50000.00,$728.50,0,0,0,0,2,2,22,22
506,320756990,1,BROOKLYN,$738000.00,$7814.90,0,0,0,0,2,2,46,46
507,420828643,1,QUEENS,$12000.00,$188.61,962,1150,188,0,2,2,24,24
508,420837839,1,QUEENS,$25000.00,$233.00,0,0,0,0,2,2,25,25
509,420828698,1,QUEENS,$170800.00,$2241.02,3710,3907,197,0,2,2,25,25
510,140073863,1,MANHATTAN,$13850.00,$357.70,0,0,0,0,29,29,261,261
511,320745020,1,BROOKLYN,$3000.00,$195.00,0,0,0,0,2,2,21,21
512,121602738,1,MANHATTAN,$15000.00,$368.00,0,0,0,0,6,6,63,63
513,121602827,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,45,45
514,103643853,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,6,6,75,75
515,121602863,1,MANHATTAN,$12000.00,$337.10,0,0,0,0,19,19,208,208
516,320757659,1,BROOKLYN,$54800.00,$780.00,0,0,0,0,3,3,30,30
517,140073792,1,MANHATTAN,$0.00,$220.00,0,0,0,0,12,12,120,120
518,140073809,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,54,54
519,121594239,1,MANHATTAN,$53000.00,$759.40,0,0,0,0,17,17,228,228
520,121602649,1,MANHATTAN,$69762.00,$934.50,0,0,0,0,19,19,208,208
521,220286456,1,BRONX,$35000.00,$574.00,0,0,0,0,6,6,60,60
522,121331638,1,MANHATTAN,$30000.00,$577.50,9981,9981,0,0,5,5,60,60
523,420828812,1,QUEENS,$0.00,$260.00,0,0,0,23,1,0,11,0
524,121604335,2,MANHATTAN,$8000.00,$295.90,0,0,0,0,0,0,0,0
525,121602202,2,MANHATTAN,$11000.00,$326.80,0,0,0,0,0,0,0,0
526,140073818,1,MANHATTAN,$0.00,$180.00,0,0,0,0,6,6,65,65
527,140073827,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,57,57
528,140073603,1,MANHATTAN,$0.00,$130.00,0,0,0,0,5,5,60,60
529,340054862,1,BROOKLYN,$138000.00,$1634.90,0,0,0,0,3,3,28,28
530,121602239,1,MANHATTAN,$250000.00,$2788.50,0,0,0,0,2,2,25,25
531,121599118,1,MANHATTAN,$150000.00,$1758.50,0,0,0,0,6,6,72,72
532,420828787,1,QUEENS,$26776.00,$243.30,0,0,0,0,2,2,21,21
533,320725514,1,BROOKLYN,$0.00,$170.00,0,0,0,0,4,4,50,50
534,520129520,1,STATEN ISLAND,$2000.00,$170.00,4800,4800,0,0,2,2,20,20
535,220286615,1,BRONX,$14100.00,$368.00,0,0,0,0,12,12,210,210
536,220286642,1,BRONX,$5000.00,$265.00,0,0,0,0,12,12,210,210
537,140073845,1,MANHATTAN,$0.00,$170.00,0,0,0,0,4,4,40,40
538,402890403,1,QUEENS,$3945674.00,$40857.30,0,0,0,0,3,3,47,47
539,320743282,1,BROOKLYN,$3000.00,$225.00,0,0,0,0,4,4,52,52
540,220286651,1,BRONX,$6800.00,$415.60,0,0,0,0,6,6,66,66
541,420515847,3,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
542,121602854,1,MANHATTAN,$37130.00,$604.90,0,0,0,0,6,6,63,63
543,121598583,1,MANHATTAN,$1795.00,$225.00,0,0,0,0,13,13,117,117
544,121602845,1,MANHATTAN,$137700.00,$1634.90,0,0,0,0,7,7,84,84
545,121602747,1,MANHATTAN,$15000.00,$368.00,0,0,0,0,17,17,170,170
546,121602701,1,MANHATTAN,$13250.00,$357.70,0,0,0,0,16,16,160,160
547,121586630,1,MANHATTAN,$323600.00,$3550.70,0,0,0,0,39,39,502,502
548,121603906,1,MANHATTAN,$4500.00,$265.00,0,0,0,0,12,12,128,128
549,121599733,1,MANHATTAN,$50450.00,$738.80,0,0,0,0,9,9,85,85
550,121331102,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
551,320757631,1,BROOKLYN,$20000.00,$549.50,0,0,0,0,4,4,40,40
552,340055308,1,BROOKLYN,$0.00,$250.00,0,0,0,0,11,11,98,98
553,320744726,1,BROOKLYN,$0.00,$240.00,0,0,0,30,0,0,0,0
554,121602569,1,MANHATTAN,$0.00,$320.00,0,0,0,0,12,12,125,125
555,440075892,1,QUEENS,$0.00,$160.00,0,0,0,0,2,2,20,20
556,320757212,1,BROOKLYN,$108000.00,$1325.90,0,0,0,0,3,3,40,40
557,121602505,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,47,47,480,480
558,121577481,1,MANHATTAN,$644000.00,$6901.70,7600,7600,0,0,5,5,60,60
559,121602471,1,MANHATTAN,$20000.00,$419.50,0,0,0,0,9,9,78,78
560,320744646,1,BROOKLYN,$4500.00,$265.00,0,0,0,0,3,3,35,35
561,121571156,1,MANHATTAN,$1000.00,$195.00,0,0,0,0,12,12,148,148
562,420835920,1,QUEENS,$5000.00,$265.00,0,0,0,0,1,1,15,15
563,121602809,1,MANHATTAN,$0.00,$160.00,0,0,0,0,15,15,160,160
564,302568102,2,BROOKLYN,$1605475.00,$16755.30,0,0,0,0,0,0,0,0
565,320757668,1,BROOKLYN,$0.00,$160.00,0,0,0,0,7,7,70,70
566,320745360,1,BROOKLYN,$0.00,$180.00,0,0,0,0,7,7,70,70
567,302568148,1,BROOKLYN,$0.00,$350.00,0,0,0,0,3,3,49,49
568,220286704,1,BRONX,$5000.00,$235.00,0,0,0,0,6,6,60,60
569,340055326,1,BROOKLYN,$0.00,$270.00,0,0,0,0,11,11,98,98
570,121596200,1,MANHATTAN,$51399.00,$749.10,0,0,0,0,5,5,50,50
571,121601445,2,MANHATTAN,$26720.00,$491.60,0,0,0,0,0,0,0,0
572,220286492,1,BRONX,$50000.00,$728.50,0,0,0,0,2,2,22,22
573,520129539,1,STATEN ISLAND,$9500.00,$515.75,1902,1902,0,0,2,2,25,25
574,121602676,1,MANHATTAN,$148000.00,$1737.90,0,0,0,0,12,12,120,120
575,121602685,1,MANHATTAN,$6000.00,$275.30,0,0,0,0,12,12,120,120
576,121714920,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
577,121331647,1,MANHATTAN,$1300000.00,$13818.50,16095,15418,0,0,3,3,57,57
578,220286697,1,BRONX,$11680.00,$337.10,0,0,0,0,1,1,14,14
579,140073998,1,MANHATTAN,$96000.00,$1202.30,0,0,0,0,30,30,300,300
580,420828386,1,QUEENS,$3000.00,$225.00,0,0,0,0,1,1,19,19
581,121602195,1,MANHATTAN,$110000.00,$1346.50,0,0,0,0,18,18,172,172
582,420617773,1,QUEENS,$3750.00,$130.00,0,0,0,0,2,2,27,27
583,121602765,1,MANHATTAN,$60108.00,$841.80,0,0,0,0,5,5,55,55
584,121602462,1,MANHATTAN,$7500.00,$295.90,0,0,0,0,21,21,207,207
585,121594765,1,MANHATTAN,$200000.00,$2273.50,0,0,0,0,23,23,288,288
586,140073881,1,MANHATTAN,$44000.00,$666.70,0,0,0,0,48,48,517,517
587,320744352,2,BROOKLYN,$9000.00,$150.60,0,0,0,0,0,0,0,0
588,121602612,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,20,20,209,209
589,340055031,1,BROOKLYN,$0.00,$170.00,0,0,0,0,4,4,40,40
590,320757221,1,BROOKLYN,$4000.00,$130.00,0,0,0,0,4,4,45,45
591,320757150,1,BROOKLYN,$0.00,$170.00,0,0,0,0,4,4,45,45
592,121602211,1,MANHATTAN,$18600.00,$409.20,0,0,0,0,20,20,175,175
593,220286624,1,BRONX,$10000.00,$316.50,0,0,0,0,5,5,55,55
594,420828741,3,QUEENS,$15000.00,$368.00,0,0,0,0,0,0,0,0
595,320744842,1,BROOKLYN,$0.00,$1432.00,0,0,0,179,0,0,0,0
596,320744673,1,BROOKLYN,$26000.00,$238.15,0,0,0,0,3,3,35,35
597,420825913,1,QUEENS,$134100.00,$1604.00,0,0,0,0,1,1,14,14
598,320744717,1,BROOKLYN,$7480.00,$145.45,0,0,0,0,2,2,25,25
599,140074005,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,53,53
600,340055317,1,BROOKLYN,$0.00,$270.00,0,0,0,0,11,11,98,98
601,121602676,2,MANHATTAN,$1540000.00,$16075.50,0,0,0,0,0,0,0,0
602,121599733,2,MANHATTAN,$160500.00,$1871.80,0,0,0,0,0,0,0,0
603,320757276,1,BROOKLYN,$31000.00,$532.80,0,0,0,0,3,3,36,36
604,320757285,1,BROOKLYN,$44500.00,$677.00,0,0,0,0,3,3,36,36
605,320757640,1,BROOKLYN,$35000.00,$739.00,0,0,0,0,6,6,60,60
606,320743754,1,BROOKLYN,$0.00,$828.80,0,3200,0,0,0,3,0,31
607,220286713,1,BRONX,$10000.00,$476.50,0,0,0,0,1,1,12,12
608,440075936,1,QUEENS,$22500.00,$450.40,0,0,0,0,4,4,75,75
609,140073854,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,50,50
610,121602729,1,MANHATTAN,$15000.00,$368.00,0,0,0,0,6,6,60,60
611,121601579,2,MANHATTAN,$35600.00,$584.30,0,0,0,0,0,0,0,0
612,420828509,1,QUEENS,$0.00,$180.00,0,0,0,0,3,3,35,35
613,121602792,1,MANHATTAN,$0.00,$160.00,0,0,0,0,2,2,25,25
614,302568102,1,BROOKLYN,$12363225.00,$127562.70,0,0,0,0,4,4,70,70
615,440075874,1,QUEENS,$0.00,$190.00,0,0,0,0,2,2,20,20
616,440075909,1,QUEENS,$0.00,$170.00,0,0,0,0,2,2,20,20
617,220286633,1,BRONX,$7500.00,$295.90,0,0,0,0,1,1,20,20
618,121375984,4,MANHATTAN,$0.00,$160.00,0,0,0,0,0,0,0,0
619,320757178,1,BROOKLYN,$7875.00,$295.90,0,0,0,0,3,3,30,30
620,320757169,1,BROOKLYN,$0.00,$160.00,0,0,0,0,4,4,45,45
621,420828689,1,QUEENS,$77500.00,$1071.90,40420,40420,0,0,3,3,32,32
622,320744735,1,BROOKLYN,$2500.00,$225.00,0,0,0,0,5,5,60,60
623,220254766,2,BRONX,$0.00,$0.00,0,0,0,0,0,0,0,0
624,121602266,1,MANHATTAN,$202000.00,$2294.10,0,0,0,0,7,7,75,75
625,420837410,1,QUEENS,$21000.00,$372.40,0,0,0,0,2,2,25,25
626,320744897,1,BROOKLYN,$194033.00,$2501.60,4050,4510,460,0,4,4,40,40
627,220286508,1,BRONX,$50000.00,$728.50,0,0,0,0,2,2,22,22
628,320373984,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
629,320757560,1,BROOKLYN,$225000.00,$1263.00,0,0,0,0,3,3,32,32
630,320757392,1,BROOKLYN,$0.00,$160.00,0,0,0,0,7,7,70,70
631,320738911,1,BROOKLYN,$0.00,$260.00,0,0,0,20,1,0,11,0
632,121601089,2,MANHATTAN,$150000.00,$1758.50,0,0,0,0,0,0,0,0
633,140073694,1,MANHATTAN,$6600.00,$285.60,0,0,0,0,38,38,395,395
634,121601445,1,MANHATTAN,$109000.00,$1336.20,0,0,0,0,41,41,542,542
635,440075570,1,QUEENS,$30000.00,$522.50,0,0,0,0,4,4,40,40
636,121598912,1,MANHATTAN,$1795.00,$225.00,0,0,0,0,12,12,117,117
637,121594239,2,MANHATTAN,$7000.00,$285.60,0,0,0,0,0,0,0,0
638,121602630,1,MANHATTAN,$216200.00,$2448.60,0,0,0,0,13,13,155,155
639,402890403,2,QUEENS,$278660.00,$3087.20,0,0,0,0,0,0,0,0
640,402890403,5,QUEENS,$207753.00,$2355.90,0,0,0,0,0,0,0,0
641,121331139,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
642,302568102,3,BROOKLYN,$91300.00,$1161.10,0,0,0,0,0,0,0,0
643,121601588,2,MANHATTAN,$193000.00,$2201.40,0,0,0,0,0,0,0,0
644,121601597,1,MANHATTAN,$213825.00,$2417.70,0,0,0,0,9,9,121,121
645,121528409,1,MANHATTAN,$5290.00,$245.30,0,0,0,0,26,26,317,317
646,121602676,3,MANHATTAN,$80000.00,$1037.50,0,0,0,0,0,0,0,0
647,302568139,1,BROOKLYN,$0.00,$160.00,0,0,0,0,3,3,49,49
648,320757597,1,BROOKLYN,$200000.00,$2273.50,0,0,0,0,3,3,43,43
